File.accession	File.format	File.type	File.format.type	Output.type	File.assembly	Experiment.accession	Assay	Biosample.term.id	Biosample.term.name	Biosample.type	Biosample.organism	Biosample.treatments	Biosample.treatments.amount	Biosample.treatments.duration	Biosample.genetic.modifications.methods	Biosample.genetic.modifications.categories	Biosample.genetic.modifications.targets	Biosample.genetic.modifications.gene.targets	Biosample.genetic.modifications.site.coordinates	Biosample.genetic.modifications.zygosity	Experiment.target	Library.made.from	Library.depleted.in	Library.extraction.method	Library.lysis.method	Library.crosslinking.method	Library.strand.specific	Experiment.date.released	Project	RBNS.protein.concentration	Library.fragmentation.method	Library.size.range	Biological.replicate.s.	Technical.replicate.s.	Read.length	Mapped.read.length	Run.type	Paired.end	Paired.with	Index.of	Derived.from	Size	Lab	md5sum	dbxrefs	File.download.URL	Genome.annotation	Platform	Controlled.by	File.Status	s3_uri	File.analysis.title	File.analysis.status	Audit.WARNING	Audit.NOT_COMPLIANT	Audit.ERROR	Life.Stage
ENCFF280JLL	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR177QFY	Histone ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2016-10-24	ENCODE	NA	sonication (generic)	200-600	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF087ZWK/, /files/ENCFF493DXW/, /files/ENCFF356LFX/, /files/ENCFF678NDN/	929946	ENCODE Processing Pipeline	c6fa8990238efda05e2969bea9460c64	NA	https://www.encodeproject.org/files/ENCFF280JLL/@@download/ENCFF280JLL.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/17/30eca379-7b7e-4888-a5aa-ce8f71436711/ENCFF280JLL.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF394NUN	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR189QAD	Histone ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2016-11-03	ENCODE	NA	sonication (generic)	200-600	1	1_1	NA	NA	NA	NA	NA	NA	/files/ENCFF452QKA/, /files/ENCFF356LFX/, /files/ENCFF203XKK/	2494764	ENCODE Processing Pipeline	4760c0985ee6d0e4899fe5f3d71dc9b6	NA	https://www.encodeproject.org/files/ENCFF394NUN/@@download/ENCFF394NUN.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/17/82bb8e5a-2dd8-4322-9e82-ab565cc440ae/ENCFF394NUN.bed.gz	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking	NA	NA	Adult
ENCFF877IEN	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR837CSL	Histone ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-10	ENCODE	NA	sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2	NA	NA	NA	NA	NA	NA	/files/ENCFF875EYI/, /files/ENCFF356LFX/, /files/ENCFF350GVO/, /files/ENCFF183ZBJ/, /files/ENCFF887BQV/	1598912	ENCODE Processing Pipeline	833a732f98c2ff39fcabe0fb65a5268c	NA	https://www.encodeproject.org/files/ENCFF877IEN/@@download/ENCFF877IEN.bed.gz	NA	NA	NA	released	s3://encode-public/2021/04/22/0f1b0760-ad0e-4436-976e-30fb5fb33050/ENCFF877IEN.bed.gz	ENCODE4 v1.8.0 GRCh38	released		NA	NA	Adult
ENCFF538QNE	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR094VJC	Histone ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2016-08-09	ENCODE	NA	sonication (generic)	200-600	1	1_1	NA	NA	NA	NA	NA	NA	/files/ENCFF594HLU/, /files/ENCFF706FGP/, /files/ENCFF356LFX/	579443	ENCODE Processing Pipeline	d8d8fb94176f82fef2107edaeb704c86	NA	https://www.encodeproject.org/files/ENCFF538QNE/@@download/ENCFF538QNE.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/17/3c0a9b05-1b76-4628-b6e1-648b4f60945f/ENCFF538QNE.bed.gz	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking	NA	NA	Adult
ENCFF272ROP	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR220TRW	Histone ChIP-seq	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2021-05-06	ENCODE	NA		200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF597OCU/, /files/ENCFF571UMY/	1084031	ENCODE Processing Pipeline	58595f4e62673575bbebfb82b7c7014b	NA	https://www.encodeproject.org/files/ENCFF272ROP/@@download/ENCFF272ROP.bed.gz	NA	NA	NA	released	s3://encode-public/2021/04/10/2f56d098-b9e8-48fa-abe4-fe0d821571bc/ENCFF272ROP.bed.gz	ENCODE4 v1.8.0 GRCh38	released		NA	NA	Adult
ENCFF508PQT	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR025KPY	Histone ChIP-seq	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2021-05-06	ENCODE	NA		200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF330CGA/, /files/ENCFF356LFX/, /files/ENCFF963PJI/	2042385	ENCODE Processing Pipeline	845913c24311e7dd89d2e24ef13cc138	NA	https://www.encodeproject.org/files/ENCFF508PQT/@@download/ENCFF508PQT.bed.gz	NA	NA	NA	released	s3://encode-public/2021/04/10/45c443e0-9298-46f5-a46f-5559e66aec4a/ENCFF508PQT.bed.gz	ENCODE4 v1.8.0 GRCh38	released		NA	NA	Adult
ENCFF712CHB	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR344PHP	Histone ChIP-seq	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2021-05-06	ENCODE	NA		200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF379EQW/, /files/ENCFF356LFX/, /files/ENCFF055PAD/	2614173	ENCODE Processing Pipeline	f710ad797f922f2c664af9074f777d09	NA	https://www.encodeproject.org/files/ENCFF712CHB/@@download/ENCFF712CHB.bed.gz	NA	NA	NA	released	s3://encode-public/2021/04/10/ace7055f-d2fa-44a8-a7fa-b6f22cac0bc8/ENCFF712CHB.bed.gz	ENCODE4 v1.8.0 GRCh38	released		NA	NA	Adult
ENCFF229NLK	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR641QPH	Histone ChIP-seq	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2021-05-06	ENCODE	NA		200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF905AIB/, /files/ENCFF707VNZ/, /files/ENCFF356LFX/	1930770	ENCODE Processing Pipeline	a83cf7e2862b415b464b687036480078	NA	https://www.encodeproject.org/files/ENCFF229NLK/@@download/ENCFF229NLK.bed.gz	NA	NA	NA	released	s3://encode-public/2021/04/10/08504781-5053-4458-8f23-92c7ddb87a73/ENCFF229NLK.bed.gz	ENCODE4 v1.8.0 GRCh38	released		NA	NA	Adult
ENCFF089YVE	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR461GYN	Histone ChIP-seq	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2021-05-06	ENCODE	NA		200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF366YMY/, /files/ENCFF356LFX/, /files/ENCFF480UYF/	2027536	ENCODE Processing Pipeline	917815a7e8254a79d3b181e440dbf304	NA	https://www.encodeproject.org/files/ENCFF089YVE/@@download/ENCFF089YVE.bed.gz	NA	NA	NA	released	s3://encode-public/2021/04/10/00775f60-4072-41b3-b11d-7053a0886e79/ENCFF089YVE.bed.gz	ENCODE4 v1.8.0 GRCh38	released		NA	NA	Adult
ENCFF216XRU	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR011BHU	Histone ChIP-seq	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2021-05-06	ENCODE	NA		200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF538BLQ/, /files/ENCFF356LFX/, /files/ENCFF629ZVG/	2012170	ENCODE Processing Pipeline	a6051093fb25fb90e56dfaded252e1dc	NA	https://www.encodeproject.org/files/ENCFF216XRU/@@download/ENCFF216XRU.bed.gz	NA	NA	NA	released	s3://encode-public/2021/04/10/7880843c-e51b-4717-a97b-ad6311c741b9/ENCFF216XRU.bed.gz	ENCODE4 v1.8.0 GRCh38	released		NA	NA	Adult
ENCFF676LJR	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR495HIT	Histone ChIP-seq	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2021-05-06	ENCODE	NA		200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF712IVB/, /files/ENCFF198TRL/	1913347	ENCODE Processing Pipeline	d61adb8778c3754d4a9f17e667062990	NA	https://www.encodeproject.org/files/ENCFF676LJR/@@download/ENCFF676LJR.bed.gz	NA	NA	NA	released	s3://encode-public/2021/04/10/18310ee4-610d-4dbe-b1f2-4de5df38cd6a/ENCFF676LJR.bed.gz	ENCODE4 v1.8.0 GRCh38	released		NA	NA	Adult
ENCFF761QUK	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR555HJT	Histone ChIP-seq	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2021-05-06	ENCODE	NA		200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF438XGO/, /files/ENCFF356LFX/, /files/ENCFF439GOT/	1539704	ENCODE Processing Pipeline	b00430ea52d3f9ace1d063f5f9c02759	NA	https://www.encodeproject.org/files/ENCFF761QUK/@@download/ENCFF761QUK.bed.gz	NA	NA	NA	released	s3://encode-public/2021/04/10/d4e0546e-5799-486d-8f68-3d20c8e39abf/ENCFF761QUK.bed.gz	ENCODE4 v1.8.0 GRCh38	released		NA	NA	Adult
ENCFF523WDP	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR535GFO	Histone ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2018-12-11	ENCODE	NA	sonication (generic)	200-600	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF717AVU/, /files/ENCFF356LFX/, /files/ENCFF400AQD/, /files/ENCFF562YGO/, /files/ENCFF302XVI/	1758583	ENCODE Processing Pipeline	91c6a3136abb9bcf9371e3514107cd5b	NA	https://www.encodeproject.org/files/ENCFF523WDP/@@download/ENCFF523WDP.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/22/fe2f4e35-da5d-4f1c-8bff-f71371d71515/ENCFF523WDP.bed.gz	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking	NA	NA	Adult
ENCFF945XND	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR891BTJ	Histone ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2019-09-11	ENCODE	NA	none	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF193XOS/, /files/ENCFF883HRL/	1480753	ENCODE Processing Pipeline	5bd08c1683ad8fb7c4f0ba187c7038d0	NA	https://www.encodeproject.org/files/ENCFF945XND/@@download/ENCFF945XND.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/21/5d8f0183-0dd6-412c-8d9c-5c66dbeefaad/ENCFF945XND.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF882VLE	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR948TOS	Histone ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2018-12-11	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF765IXH/, /files/ENCFF660HBS/, /files/ENCFF356LFX/	1748597	ENCODE Processing Pipeline	3a8726c9aa3b3989b928886d020b4eb3	NA	https://www.encodeproject.org/files/ENCFF882VLE/@@download/ENCFF882VLE.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/23/0af4ae35-4d9f-4432-8ddf-d7d08aafd8b1/ENCFF882VLE.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF496RDA	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR453MUW	Histone ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2018-12-11	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF794QJK/, /files/ENCFF270FTT/	1813866	ENCODE Processing Pipeline	6feead3e66759e3d487ce166abb20b51	NA	https://www.encodeproject.org/files/ENCFF496RDA/@@download/ENCFF496RDA.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/23/adb9b391-09f6-4340-9771-719f1ae0f68a/ENCFF496RDA.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF381SFJ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR505YFA	Histone ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2019-09-11	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF915JOS/, /files/ENCFF831MFQ/	1285784	ENCODE Processing Pipeline	01f1318e4b2671a6ce198f31067d10a1	NA	https://www.encodeproject.org/files/ENCFF381SFJ/@@download/ENCFF381SFJ.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/22/d0f5a8f3-116b-49c5-98a0-9e11a2991641/ENCFF381SFJ.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF200VYQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR738SXD	Histone ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2016-11-10	ENCODE	NA	sonication (generic)	200-600	1	1_1	NA	NA	NA	NA	NA	NA	/files/ENCFF460ZAV/, /files/ENCFF430OFG/, /files/ENCFF356LFX/	1679198	ENCODE Processing Pipeline	eaadde100f32ca10b85ad868f4291820	NA	https://www.encodeproject.org/files/ENCFF200VYQ/@@download/ENCFF200VYQ.bed.gz	NA	NA	NA	released	s3://encode-public/2020/08/14/e853fd70-25e1-4c13-a549-7135ed9b2bc3/ENCFF200VYQ.bed.gz	ENCODE4 GRCh38	released		NA	NA	Adult
ENCFF014OZD	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR875OQJ	Histone ChIP-seq	UBERON:0008953	lower lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-10	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF817DTZ/, /files/ENCFF797HZG/, /files/ENCFF356LFX/	1732961	ENCODE Processing Pipeline	0ab113dd240d7ba1b96211da65aab210	NA	https://www.encodeproject.org/files/ENCFF014OZD/@@download/ENCFF014OZD.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/5f333eba-efeb-498b-9a90-23f2aaef4ef0/ENCFF014OZD.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF448PFH	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR313CEH	Histone ChIP-seq	UBERON:0008953	lower lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-10	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF305LRY/, /files/ENCFF819AMQ/	1665875	ENCODE Processing Pipeline	eec8dedef30e5b31f03a840d05f67254	NA	https://www.encodeproject.org/files/ENCFF448PFH/@@download/ENCFF448PFH.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/32f54695-9f9d-41c2-bff7-bed64e5df0ef/ENCFF448PFH.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF087FDQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR601VHO	Histone ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2018-12-19	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF649TIN/, /files/ENCFF356LFX/, /files/ENCFF863VPI/, /files/ENCFF229WBJ/	1749951	ENCODE Processing Pipeline	b99749ea0dff6debfde04273caa2247b	NA	https://www.encodeproject.org/files/ENCFF087FDQ/@@download/ENCFF087FDQ.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/22/0fdf8aba-059d-4dce-9426-03ed7bf4b8ea/ENCFF087FDQ.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF714TUQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR948YYZ	Histone ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2016-06-14	ENCODE	NA	sonication (generic)	200-600	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF034PRH/, /files/ENCFF523RNC/, /files/ENCFF622ZXP/, /files/ENCFF500QIQ/	2114806	ENCODE Processing Pipeline	778679fe5df830d725906203b027e7e4	NA	https://www.encodeproject.org/files/ENCFF714TUQ/@@download/ENCFF714TUQ.bed.gz	NA	NA	NA	released	s3://encode-public/2020/10/09/ad9d080b-d729-4104-b5db-f04938705138/ENCFF714TUQ.bed.gz	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking	NA	NA	Adult
ENCFF776YOM	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR736ALU	Histone ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2016-11-04	ENCODE	NA	sonication (generic), none	200-600	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF316DET/, /files/ENCFF057DIM/, /files/ENCFF368PTZ/	1862011	ENCODE Processing Pipeline	5e8fdc53ab067f798ba178e84618e939	NA	https://www.encodeproject.org/files/ENCFF776YOM/@@download/ENCFF776YOM.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/17/a1f6cbc1-36a4-4cca-951e-8948e5f15711/ENCFF776YOM.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
